URN,LA,ESTAB,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,PNUMFSMEVER
100298,204,6385,Independent school,231,0,231,0%,100%,9,3.9%,20,8.7%,0,0,0,0%,0%,0%,0
100299,204,6387,Independent school,146,0,146,0%,100%,5,3.4%,24,16.4%,0,0,0,0%,0%,0%,0
100300,204,6388,Independent school,172,172,0,100%,0%,0,0%,0,0%,0,0,0,0%,0%,0%,0
100303,211,6385,Independent school,233,129,104,55.4%,44.6%,2,0.9%,28,12.0%,0,0,0,0%,0%,0%,0
100307,204,7097,State-funded special school,137,40,97,29.2%,70.8%,137,100%,0,0%,26,111,0,19.0%,81.0%,0%,89,84,61.3%
100311,204,7161,State-funded special school,149,29,120,19.5%,80.5%,147,98.7%,2,1.3%,68,81,0,45.6%,54.4%,0%,79,93,62.4%
100312,204,7171,State-funded special school,130,47,83,36.2%,63.8%,130,100%,0,0%,66,63,1,50.8%,48.5%,0.8%,81,73,56.2%
100315,205,1034,State-funded nursery,132,66,66,50.0%,50.0%,2,1.5%,42,31.8%,47,85,0,35.6%,64.4%,0%,24
100316,205,1039,State-funded nursery,83,42,41,50.6%,49.4%,2,2.4%,7,8.4%,23,59,1,27.7%,71.1%,1.2%,9
100317,205,1056,State-funded nursery,44,19,25,43.2%,56.8%,0,0%,7,15.9%,32,12,0,72.7%,27.3%,0%,12
100318,205,1059,State-funded nursery,60,26,34,43.3%,56.7%,1,1.7%,10,16.7%,25,35,0,41.7%,58.3%,0%,22
100321,205,2002,State-funded primary,310,160,150,51.6%,48.4%,11,3.5%,30,9.7%,198,112,0,63.9%,36.1%,0%,118,130,41.9%
100322,205,2026,State-funded primary,212,105,107,49.5%,50.5%,10,4.7%,27,12.7%,124,87,1,58.5%,41.0%,0.5%,75,78,36.8%
100324,205,2061,State-funded primary,393,195,198,49.6%,50.4%,17,4.3%,40,10.2%,208,185,0,52.9%,47.1%,0%,135,152,38.7%
100326,205,2134,State-funded primary,234,119,115,50.9%,49.1%,29,12.4%,30,12.8%,113,121,0,48.3%,51.7%,0%,88,86,36.8%
100328,205,2223,State-funded primary,220,116,104,52.7%,47.3%,3,1.4%,36,16.4%,145,75,0,65.9%,34.1%,0%,110,108,49.1%
100331,205,2350,State-funded primary,216,101,115,46.8%,53.2%,5,2.3%,24,11.1%,94,122,0,43.5%,56.5%,0%,82,82,38.0%
100334,205,2408,State-funded primary,288,130,158,45.1%,54.9%,15,5.2%,27,9.4%,198,90,0,68.8%,31.3%,0%,99,116,40.3%
100335,205,2444,State-funded primary,262,132,130,50.4%,49.6%,13,5.0%,56,21.4%,134,128,0,51.1%,48.9%,0%,84,90,34.4%
100338,205,2555,State-funded primary,296,143,153,48.3%,51.7%,15,5.1%,36,12.2%,119,177,0,40.2%,59.8%,0%,149,152,51.4%
100340,205,2632,State-funded primary,407,209,198,51.4%,48.6%,15,3.7%,37,9.1%,219,186,2,53.8%,45.7%,0.5%,89,94,23.1%
100341,205,2660,State-funded primary,371,194,177,52.3%,47.7%,11,3.0%,120,32.3%,230,140,1,62.0%,37.7%,0.3%,168,180,48.5%
100344,205,3300,State-funded primary,216,119,97,55.1%,44.9%,5,2.3%,22,10.2%,64,152,0,29.6%,70.4%,0%,13,15,6.9%
100345,205,3354,State-funded primary,621,303,318,48.8%,51.2%,18,2.9%,46,7.4%,292,329,0,47.0%,53.0%,0%,75,84,13.5%
100346,205,3368,State-funded primary,205,96,109,46.8%,53.2%,5,2.4%,27,13.2%,54,150,1,26.3%,73.2%,0.5%,25,36,17.6%
100347,205,3378,State-funded primary,206,108,98,52.4%,47.6%,12,5.8%,14,6.8%,101,105,0,49.0%,51.0%,0%,44,53,25.7%
100349,205,3463,State-funded primary,369,198,171,53.7%,46.3%,7,1.9%,17,4.6%,66,303,0,17.9%,82.1%,0%,77,84,22.8%
100350,205,3529,State-funded primary,190,91,99,47.9%,52.1%,10,5.3%,12,6.3%,71,115,4,37.4%,60.5%,2.1%,84,88,46.3%
100351,205,3566,State-funded primary,189,97,92,51.3%,48.7%,9,4.8%,67,35.4%,84,105,0,44.4%,55.6%,0%,55,62,32.8%
100352,205,3578,State-funded primary,204,110,94,53.9%,46.1%,5,2.5%,14,6.9%,73,131,0,35.8%,64.2%,0%,21,24,11.8%
100353,205,3600,State-funded primary,439,229,210,52.2%,47.8%,12,2.7%,25,5.7%,126,313,0,28.7%,71.3%,0%,45,51,11.6%
100354,205,3602,State-funded primary,211,110,101,52.1%,47.9%,6,2.8%,20,9.5%,82,127,2,38.9%,60.2%,0.9%,16,22,10.4%
100355,205,3645,State-funded primary,330,173,157,52.4%,47.6%,16,4.8%,60,18.2%,164,166,0,49.7%,50.3%,0%,103,128,38.8%
100357,205,3648,State-funded primary,202,104,98,51.5%,48.5%,4,2.0%,29,14.4%,87,115,0,43.1%,56.9%,0%,56,62,30.7%
100366,205,6011,Independent school,777,777,0,100%,0%,0,0%,36,4.6%,0,0,0,0%,0%,0%,0
100368,205,6216,Independent school,304,304,0,100%,0%,0,0%,20,6.6%,0,0,0,0%,0%,0%,0
100369,205,6291,Independent school,823,823,0,100%,0%,0,0%,98,11.9%,0,0,0,0%,0%,0%,0
100370,205,6306,Independent school,1427,737,690,51.6%,48.4%,5,0.4%,272,19.1%,0,0,0,0%,0%,0%,0
100371,205,6359,Independent school,255,125,130,49.0%,51.0%,0,0%,16,6.3%,0,0,0,0%,0%,0%,0
100372,205,6382,Independent school,93,50,43,53.8%,46.2%,0,0%,0,0%,0,0,0,0%,0%,0%,0
100373,205,6384,Independent school,412,204,208,49.5%,50.5%,0,0%,14,3.4%,0,0,0,0%,0%,0%,0
100374,205,6385,Independent school,99,46,53,46.5%,53.5%,4,4.0%,8,8.1%,0,0,0,0%,0%,0%,0
100375,205,6386,Independent school,108,56,52,51.9%,48.1%,0,0%,1,0.9%,0,0,0,0%,0%,0%,0
100376,205,6387,Independent school,41,23,18,56.1%,43.9%,0,0%,0,0%,0,0,0,0%,0%,0%,0
100378,205,7014,State-funded special school,253,45,208,17.8%,82.2%,252,99.6%,1,0.4%,108,142,3,42.7%,56.1%,1.2%,153,167,66.0%
100379,205,7153,State-funded special school,105,30,75,28.6%,71.4%,99,94.3%,6,5.7%,28,74,3,26.7%,70.5%,2.9%,49,62,59.0%
100381,205,7203,State-funded special school,70,29,41,41.4%,58.6%,70,100%,0,0%,42,28,0,60.0%,40.0%,0%,39,28,40.0%
100382,205,7204,State-funded special school,117,26,91,22.2%,77.8%,117,100%,0,0%,25,92,0,21.4%,78.6%,0%,80,96,82.1%
100384,206,1009,State-funded nursery,81,40,41,49.4%,50.6%,0,0%,10,12.3%,40,39,2,49.4%,48.1%,2.5%,27
100385,206,1033,State-funded nursery,83,40,43,48.2%,51.8%,0,0%,13,15.7%,27,56,0,32.5%,67.5%,0%,50
100386,206,1047,State-funded nursery,89,42,47,47.2%,52.8%,0,0%,0,0%,24,65,0,27.0%,73.0%,0%,14
100388,206,1101,Pupil referral unit,16,0,16,0%,100%,10,62.5%,5,31.2%,0,16,0,0%,100%,0%,15,16,100%
100391,206,1104,Pupil referral unit,27,6,21,22.2%,77.8%,7,25.9%,19,70.4%,1,24,2,3.7%,88.9%,7.4%,25,26,96.3%
100397,206,2015,State-funded primary,511,272,239,53.2%,46.8%,13,2.5%,51,10.0%,185,326,0,36.2%,63.8%,0%,115,122,23.9%
100401,206,2128,State-funded primary,162,75,87,46.3%,53.7%,12,7.4%,17,10.5%,105,57,0,64.8%,35.2%,0%,64,76,46.9%
100402,206,2166,State-funded primary,289,135,154,46.7%,53.3%,8,2.8%,21,7.3%,104,185,0,36.0%,64.0%,0%,83,93,32.2%
100403,206,2170,State-funded primary,403,196,207,48.6%,51.4%,13,3.2%,59,14.6%,232,171,0,57.6%,42.4%,0%,207,227,56.3%
100405,206,2251,State-funded primary,228,117,111,51.3%,48.7%,8,3.5%,35,15.4%,89,139,0,39.0%,61.0%,0%,40,40,17.5%
100406,206,2261,State-funded primary,458,237,221,51.7%,48.3%,13,2.8%,150,32.8%,247,211,0,53.9%,46.1%,0%,166,171,37.3%
100407,206,2279,State-funded primary,322,141,181,43.8%,56.2%,8,2.5%,68,21.1%,71,249,2,22.0%,77.3%,0.6%,117,124,38.5%
100408,206,2282,State-funded primary,364,179,185,49.2%,50.8%,12,3.3%,41,11.3%,112,252,0,30.8%,69.2%,0%,158,158,43.4%
100411,206,2379,State-funded primary,396,187,209,47.2%,52.8%,73,18.4%,40,10.1%,129,267,0,32.6%,67.4%,0%,169,188,47.5%
100415,206,2429,State-funded primary,371,182,189,49.1%,50.9%,12,3.2%,82,22.1%,202,169,0,54.4%,45.6%,0%,162,149,40.2%
100418,206,2455,State-funded primary,317,163,154,51.4%,48.6%,3,0.9%,45,14.2%,223,94,0,70.3%,29.7%,0%,138,145,45.7%
100422,206,2515,State-funded primary,237,116,121,48.9%,51.1%,10,4.2%,63,26.6%,111,126,0,46.8%,53.2%,0%,106,104,43.9%
100425,206,2596,State-funded primary,460,240,220,52.2%,47.8%,11,2.4%,51,11.1%,121,337,2,26.3%,73.3%,0.4%,170,187,40.7%
100426,206,2624,State-funded primary,183,83,100,45.4%,54.6%,3,1.6%,31,16.9%,60,123,0,32.8%,67.2%,0%,91,95,51.9%
100428,206,2646,State-funded primary,265,119,146,44.9%,55.1%,9,3.4%,49,18.5%,163,102,0,61.5%,38.5%,0%,135,115,43.4%
100429,206,2666,State-funded primary,456,220,236,48.2%,51.8%,9,2.0%,105,23.0%,80,374,2,17.5%,82.0%,0.4%,68,69,15.1%
100430,206,2803,State-funded primary,400,185,215,46.2%,53.7%,16,4.0%,58,14.5%,94,295,11,23.5%,73.8%,2.8%,146,136,34.0%
100431,206,2805,State-funded primary,308,143,165,46.4%,53.6%,8,2.6%,53,17.2%,172,136,0,55.8%,44.2%,0%,131,142,46.1%
100432,206,2809,State-funded primary,437,186,251,42.6%,57.4%,14,3.2%,56,12.8%,123,314,0,28.1%,71.9%,0%,147,185,42.3%
100434,206,2850,State-funded primary,373,177,196,47.5%,52.5%,20,5.4%,59,15.8%,71,302,0,19.0%,81.0%,0%,145,158,42.4%
100437,206,3384,State-funded primary,475,230,245,48.4%,51.6%,9,1.9%,44,9.3%,266,209,0,56.0%,44.0%,0%,203,210,44.2%
100438,206,3456,State-funded primary,292,155,137,53.1%,46.9%,10,3.4%,82,28.1%,137,155,0,46.9%,53.1%,0%,128,143,49.0%
100439,206,3465,State-funded primary,226,112,114,49.6%,50.4%,9,4.0%,36,15.9%,48,178,0,21.2%,78.8%,0%,111,108,47.8%
100440,206,3471,State-funded primary,203,87,116,42.9%,57.1%,7,3.4%,34,16.7%,51,151,1,25.1%,74.4%,0.5%,44,61,30.0%
100441,206,3483,State-funded primary,458,224,234,48.9%,51.1%,7,1.5%,35,7.6%,142,316,0,31.0%,69.0%,0%,107,116,25.3%
100442,206,3488,State-funded primary,163,80,83,49.1%,50.9%,14,8.6%,18,11.0%,36,126,1,22.1%,77.3%,0.6%,49,68,41.7%
100443,206,3495,State-funded primary,231,115,116,49.8%,50.2%,11,4.8%,28,12.1%,101,130,0,43.7%,56.3%,0%,81,88,38.1%
100444,206,3501,State-funded primary,228,112,116,49.1%,50.9%,7,3.1%,37,16.2%,60,168,0,26.3%,73.7%,0%,86,95,41.7%
100446,206,3527,State-funded primary,179,103,76,57.5%,42.5%,2,1.1%,17,9.5%,49,130,0,27.4%,72.6%,0%,95,107,59.8%
100447,206,3575,State-funded primary,223,119,104,53.4%,46.6%,4,1.8%,13,5.8%,82,141,0,36.8%,63.2%,0%,91,98,43.9%
100448,206,3606,State-funded primary,201,89,112,44.3%,55.7%,5,2.5%,32,15.9%,67,134,0,33.3%,66.7%,0%,88,100,49.8%
100449,206,3631,State-funded primary,456,227,229,49.8%,50.2%,7,1.5%,54,11.8%,192,264,0,42.1%,57.9%,0%,88,93,20.4%
100450,206,3633,State-funded primary,291,145,146,49.8%,50.2%,9,3.1%,50,17.2%,123,168,0,42.3%,57.7%,0%,151,155,53.3%
100451,206,3643,State-funded primary,139,62,77,44.6%,55.4%,3,2.2%,34,24.5%,34,105,0,24.5%,75.5%,0%,71,81,58.3%
100453,206,4112,State-funded secondary,423,158,265,37.4%,62.6%,16,3.8%,104,24.6%,93,330,0,22.0%,78.0%,0%,226,283,66.9%
100455,206,4307,State-funded secondary,772,772,0,100%,0%,10,1.3%,128,16.6%,432,340,0,56.0%,44.0%,0%,326,444,57.5%
100457,206,4324,State-funded secondary,891,891,0,100%,0%,17,1.9%,90,10.1%,512,354,25,57.5%,39.7%,2.8%,357,489,54.9%
100458,206,4614,State-funded secondary,1035,45,990,4.3%,95.7%,28,2.7%,95,9.2%,348,687,0,33.6%,66.4%,0%,328,458,44.3%
100459,206,4651,State-funded secondary,711,3,708,0.4%,99.6%,11,1.5%,75,10.5%,435,253,23,61.2%,35.6%,3.2%,249,362,50.9%
100461,206,6162,Independent school,45,33,12,73.3%,26.7%,0,0%,10,22.2%,0,0,0,0%,0%,0%,0
100462,206,6299,Independent school,100,36,64,36.0%,64.0%,1,1.0%,0,0%,0,0,0,0%,0%,0%,0
100463,201,6354,Independent school,197,101,96,51.3%,48.7%,0,0%,11,5.6%,0,0,0,0%,0%,0%,0
100467,206,7030,State-funded special school,87,39,48,44.8%,55.2%,85,97.7%,2,2.3%,40,47,0,46.0%,54.0%,0%,43,29,33.3%
100469,206,7146,State-funded special school,124,50,74,40.3%,59.7%,124,100%,0,0%,37,87,0,29.8%,70.2%,0%,82,84,67.7%
100472,207,1010,State-funded nursery,33,14,19,42.4%,57.6%,3,9.1%,7,21.2%,16,17,0,48.5%,51.5%,0%,13
100473,207,1021,State-funded nursery,64,37,27,57.8%,42.2%,0,0%,23,35.9%,34,30,0,53.1%,46.9%,0%,20
100474,207,1053,State-funded nursery,70,29,41,41.4%,58.6%,5,7.1%,9,12.9%,45,25,0,64.3%,35.7%,0%,6
100475,207,1054,State-funded nursery,33,11,22,33.3%,66.7%,3,9.1%,7,21.2%,9,23,1,27.3%,69.7%,3.0%,16
100477,207,2021,State-funded primary,209,93,116,44.5%,55.5%,8,3.8%,31,14.8%,162,47,0,77.5%,22.5%,0%,114,108,51.7%
100478,207,2030,State-funded primary,341,155,186,45.5%,54.5%,25,7.3%,62,18.2%,120,221,0,35.2%,64.8%,0%,179,178,52.2%
100479,207,2050,State-funded primary,328,138,190,42.1%,57.9%,14,4.3%,27,8.2%,193,134,1,58.8%,40.9%,0.3%,116,119,36.3%
100480,207,2060,State-funded primary,435,227,208,52.2%,47.8%,13,3.0%,32,7.4%,233,202,0,53.6%,46.4%,0%,31,35,8.0%
100481,207,2121,State-funded primary,466,224,242,48.1%,51.9%,12,2.6%,62,13.3%,285,181,0,61.2%,38.8%,0%,103,119,25.5%
100482,207,2229,State-funded primary,391,208,183,53.2%,46.8%,19,4.9%,45,11.5%,286,105,0,73.1%,26.9%,0%,39,44,11.3%
100483,207,2399,State-funded primary,353,166,187,47.0%,53.0%,33,9.3%,31,8.8%,142,211,0,40.2%,59.8%,0%,81,87,24.6%
100485,207,2452,State-funded primary,314,154,160,49.0%,51.0%,9,2.9%,35,11.1%,122,192,0,38.9%,61.1%,0%,177,171,54.5%
100486,207,2456,State-funded primary,176,70,106,39.8%,60.2%,9,5.1%,20,11.4%,84,92,0,47.7%,52.3%,0%,77,77,43.8%
100487,207,2538,State-funded primary,327,149,178,45.6%,54.4%,16,4.9%,97,29.7%,223,103,1,68.2%,31.5%,0.3%,170,195,59.6%
100488,207,2594,State-funded primary,234,122,112,52.1%,47.9%,13,5.6%,22,9.4%,140,94,0,59.8%,40.2%,0%,86,84,35.9%
100489,207,3321,State-funded primary,206,111,95,53.9%,46.1%,12,5.8%,30,14.6%,35,171,0,17.0%,83.0%,0%,21,27,13.1%
100490,207,3356,State-funded primary,180,86,94,47.8%,52.2%,16,8.9%,18,10.0%,46,134,0,25.6%,74.4%,0%,59,66,36.7%
100491,207,3379,State-funded primary,210,92,118,43.8%,56.2%,4,1.9%,38,18.1%,101,109,0,48.1%,51.9%,0%,7,10,4.8%
100492,207,3402,State-funded primary,216,108,108,50.0%,50.0%,12,5.6%,29,13.4%,142,73,1,65.7%,33.8%,0.5%,97,106,49.1%
100493,207,3417,State-funded primary,199,97,102,48.7%,51.3%,6,3.0%,21,10.6%,85,114,0,42.7%,57.3%,0%,33,38,19.1%
100494,207,3437,State-funded primary,206,96,110,46.6%,53.4%,11,5.3%,13,6.3%,59,147,0,28.6%,71.4%,0%,84,90,43.7%
100495,207,3455,State-funded primary,170,76,94,44.7%,55.3%,8,4.7%,29,17.1%,100,70,0,58.8%,41.2%,0%,72,67,39.4%
100496,207,3477,State-funded primary,216,112,104,51.9%,48.1%,4,1.9%,11,5.1%,166,49,1,76.9%,22.7%,0.5%,32,37,17.1%
100497,207,3504,State-funded primary,190,97,93,51.1%,48.9%,2,1.1%,16,8.4%,112,77,1,58.9%,40.5%,0.5%,18,22,11.6%
100498,207,3541,State-funded primary,185,85,100,45.9%,54.1%,5,2.7%,17,9.2%,142,43,0,76.8%,23.2%,0%,47,51,27.6%
100499,207,3542,State-funded primary,237,122,115,51.5%,48.5%,8,3.4%,31,13.1%,114,123,0,48.1%,51.9%,0%,117,112,47.3%
100500,207,3613,State-funded primary,228,121,107,53.1%,46.9%,7,3.1%,20,8.8%,74,151,3,32.5%,66.2%,1.3%,45,56,24.6%
100502,207,4681,State-funded secondary,641,245,396,38.2%,61.8%,17,2.7%,57,8.9%,307,332,2,47.9%,51.8%,0.3%,156,250,39.0%
100503,207,4801,State-funded secondary,588,350,238,59.5%,40.5%,28,4.8%,84,14.3%,359,229,0,61.1%,38.9%,0%,207,269,45.7%
100504,207,5200,State-funded primary,180,87,93,48.3%,51.7%,6,3.3%,12,6.7%,123,57,0,68.3%,31.7%,0%,16,16,8.9%
100505,207,5201,State-funded primary,264,123,141,46.6%,53.4%,8,3.0%,37,14.0%,108,156,0,40.9%,59.1%,0%,96,101,38.3%
100507,207,6003,Independent school,80,55,25,68.8%,31.2%,0,0%,15,18.8%,0,0,0,0%,0%,0%,0
100508,207,6004,Independent school,250,250,0,100%,0%,0,0%,18,7.2%,0,0,0,0%,0%,0%,0
100509,205,6392,Independent school,298,298,0,100%,0%,1,0.3%,0,0%,0,0,0,0%,0%,0%,0
100510,207,6025,Independent school,218,143,75,65.6%,34.4%,0,0%,49,22.5%,0,0,0,0%,0%,0%,0
100511,207,6026,Independent school,508,508,0,100%,0%,1,0.2%,90,17.7%,0,0,0,0%,0%,0%,0
100513,207,6095,Independent school,138,64,74,46.4%,53.6%,2,1.4%,28,20.3%,0,0,0,0%,0%,0%,0
100514,207,6096,Independent school,184,0,184,0%,100%,0,0%,37,20.1%,0,0,0,0%,0%,0%,0
100516,207,6104,Independent school,74,0,74,0%,100%,0,0%,12,16.2%,0,0,0,0%,0%,0%,0
100518,207,6188,Independent school,553,200,353,36.2%,63.8%,1,0.2%,44,8.0%,0,0,0,0%,0%,0%,0
100519,207,6189,Independent school,359,0,359,0%,100%,1,0.3%,108,30.1%,0,0,0,0%,0%,0%,0
100520,207,6193,Independent school,326,188,138,57.7%,42.3%,0,0%,0,0%,0,0,0,0%,0%,0%,0
100521,207,6202,Independent school,163,163,0,100%,0%,2,1.2%,89,54.6%,0,0,0,0%,0%,0%,0
100522,207,6213,Independent school,452,256,196,56.6%,43.4%,0,0%,15,3.3%,0,0,0,0%,0%,0%,0
100523,313,6071,Independent school,63,0,63,0%,100%,0,0%,17,27.0%,0,0,0,0%,0%,0%,0
100527,205,6399,Independent school,268,268,0,100%,0%,0,0%,78,29.1%,0,0,0,0%,0%,0%,0
100528,936,6016,Independent school,389,0,389,0%,100%,5,1.3%,40,10.3%,0,0,0,0%,0%,0%,0
100529,208,6004,Independent school,301,150,151,49.8%,50.2%,5,1.7%,55,18.3%,0,0,0,0%,0%,0%,0
100530,212,6401,Independent school,608,268,340,44.1%,55.9%,0,0%,141,23.2%,0,0,0,0%,0%,0%,0
100531,207,6303,Independent school,414,414,0,100%,0%,0,0%,24,5.8%,0,0,0,0%,0%,0%,0
100532,207,6305,Independent school,401,202,199,50.4%,49.6%,0,0%,8,2.0%,0,0,0,0%,0%,0%,0
100533,207,6316,Independent school,417,194,223,46.5%,53.5%,0,0%,94,22.5%,0,0,0,0%,0%,0%,0
100534,207,6317,Independent school,397,198,199,49.9%,50.1%,0,0%,9,2.3%,0,0,0,0%,0%,0%,0
100536,213,6389,Independent school,234,107,127,45.7%,54.3%,0,0%,41,17.5%,0,0,0,0%,0%,0%,0
100537,207,6348,Independent school,255,137,118,53.7%,46.3%,0,0%,108,42.4%,0,0,0,0%,0%,0%,0
100538,207,6350,Independent school,57,27,30,47.4%,52.6%,0,0%,11,19.3%,0,0,0,0%,0%,0%,0
100539,207,6362,Independent school,133,52,81,39.1%,60.9%,3,2.3%,80,60.2%,0,0,0,0%,0%,0%,0
100540,207,6363,Independent school,439,231,208,52.6%,47.4%,2,0.5%,216,49.2%,0,0,0,0%,0%,0%,0
100541,213,6386,Independent school,191,63,128,33.0%,67.0%,2,1.0%,53,27.7%,0,0,0,0%,0%,0%,0
100542,207,6383,Independent school,186,94,92,50.5%,49.5%,0,0%,29,15.6%,0,0,0,0%,0%,0%,0
100543,213,6390,Independent school,111,55,56,49.5%,50.5%,0,0%,16,14.4%,0,0,0,0%,0%,0%,0
100544,201,6000,Independent school,247,97,150,39.3%,60.7%,0,0%,34,13.8%,0,0,0,0%,0%,0%,0
100545,207,6387,Independent school,122,45,77,36.9%,63.1%,1,0.8%,1,0.8%,0,0,0,0%,0%,0%,0
100547,207,6391,Independent school,3460,1729,1731,50.0%,50.0%,0,0%,0,0%,0,0,0,0%,0%,0%,0
100549,207,7165,State-funded special school,107,68,39,63.6%,36.4%,12,11.2%,51,47.7%,0,0,0,0%,0%,0%,25
100550,208,1027,State-funded nursery,75,33,42,44.0%,56.0%,2,2.7%,15,20.0%,36,39,0,48.0%,52.0%,0%,21
100551,208,1043,State-funded nursery,130,72,58,55.4%,44.6%,1,0.8%,7,5.4%,39,91,0,30.0%,70.0%,0%,32
100552,208,1049,State-funded nursery,126,61,65,48.4%,51.6%,4,3.2%,9,7.1%,74,51,1,58.7%,40.5%,0.8%,33
100553,208,1055,State-funded nursery,106,44,62,41.5%,58.5%,0,0%,31,29.2%,55,51,0,51.9%,48.1%,0%,31
100554,208,1058,State-funded nursery,139,66,73,47.5%,52.5%,1,0.7%,19,13.7%,60,79,0,43.2%,56.8%,0%,30
100556,208,2022,State-funded primary,237,122,115,51.5%,48.5%,7,3.0%,31,13.1%,109,128,0,46.0%,54.0%,0%,65,71,30.0%
100560,208,2115,State-funded primary,433,221,212,51.0%,49.0%,13,3.0%,60,13.9%,175,258,0,40.4%,59.6%,0%,141,144,33.3%
100564,208,2265,State-funded primary,611,304,307,49.8%,50.2%,10,1.6%,65,10.6%,322,284,5,52.7%,46.5%,0.8%,311,304,49.8%
100566,208,2292,State-funded primary,366,178,188,48.6%,51.4%,7,1.9%,28,7.7%,146,220,0,39.9%,60.1%,0%,114,118,32.2%
100567,208,2295,State-funded primary,844,424,420,50.2%,49.8%,15,1.8%,27,3.2%,378,466,0,44.8%,55.2%,0%,133,143,16.9%
100572,208,2331,State-funded primary,383,202,181,52.7%,47.3%,11,2.9%,27,7.0%,124,258,1,32.4%,67.4%,0.3%,129,144,37.6%
100574,208,2359,State-funded primary,698,338,360,48.4%,51.6%,15,2.1%,128,18.3%,289,409,0,41.4%,58.6%,0%,268,294,42.1%
100576,208,2371,State-funded primary,365,169,196,46.3%,53.7%,52,14.2%,84,23.0%,269,96,0,73.7%,26.3%,0%,168,182,49.9%
100577,208,2459,State-funded primary,522,259,263,49.6%,50.4%,12,2.3%,53,10.2%,161,361,0,30.8%,69.2%,0%,104,127,24.3%
100578,208,2504,State-funded primary,303,142,161,46.9%,53.1%,15,5.0%,36,11.9%,159,144,0,52.5%,47.5%,0%,115,130,42.9%
100582,208,2902,State-funded primary,532,250,282,47.0%,53.0%,17,3.2%,12,2.3%,286,246,0,53.8%,46.2%,0%,187,247,46.4%
100584,208,2575,State-funded primary,329,173,156,52.6%,47.4%,14,4.3%,40,12.2%,147,182,0,44.7%,55.3%,0%,123,122,37.1%
100585,208,2578,State-funded primary,414,205,209,49.5%,50.5%,13,3.1%,86,20.8%,242,172,0,58.5%,41.5%,0%,157,160,38.6%
100586,208,2591,State-funded primary,420,208,212,49.5%,50.5%,10,2.4%,56,13.3%,106,314,0,25.2%,74.8%,0%,51,56,13.3%
100588,208,2617,State-funded primary,229,117,112,51.1%,48.9%,6,2.6%,33,14.4%,148,72,9,64.6%,31.4%,3.9%,131,119,52.0%
100589,208,2626,State-funded primary,308,169,139,54.9%,45.1%,5,1.6%,47,15.3%,132,176,0,42.9%,57.1%,0%,95,98,31.8%
100590,208,2657,State-funded secondary,1270,630,640,49.6%,50.4%,31,2.4%,113,8.9%,654,615,1,51.5%,48.4%,0.1%,248,298,23.5%
100591,208,2664,State-funded primary,508,212,296,41.7%,58.3%,90,17.7%,111,21.9%,317,191,0,62.4%,37.6%,0%,262,269,53.0%
100593,208,2783,State-funded primary,342,151,191,44.2%,55.8%,26,7.6%,56,16.4%,121,215,6,35.4%,62.9%,1.8%,139,145,42.4%
100595,208,2785,State-funded primary,398,202,196,50.8%,49.2%,8,2.0%,84,21.1%,198,195,5,49.7%,49.0%,1.3%,174,212,53.3%
100597,208,2794,State-funded primary,417,225,192,54.0%,46.0%,11,2.6%,52,12.5%,107,310,0,25.7%,74.3%,0%,88,116,27.8%
100598,208,2808,State-funded primary,355,170,185,47.9%,52.1%,29,8.2%,82,23.1%,214,141,0,60.3%,39.7%,0%,142,163,45.9%
100601,208,2836,State-funded primary,166,83,83,50.0%,50.0%,12,7.2%,34,20.5%,86,80,0,51.8%,48.2%,0%,89,101,60.8%
100602,208,5209,State-funded primary,1000,520,480,52.0%,48.0%,29,2.9%,119,11.9%,359,641,0,35.9%,64.1%,0%,140,146,14.6%
100604,208,2868,State-funded primary,219,119,100,54.3%,45.7%,10,4.6%,23,10.5%,115,104,0,52.5%,47.5%,0%,71,81,37.0%
100608,208,2895,State-funded primary,230,116,114,50.4%,49.6%,4,1.7%,20,8.7%,98,132,0,42.6%,57.4%,0%,46,51,22.2%
100609,208,3307,State-funded primary,384,196,188,51.0%,49.0%,16,4.2%,71,18.5%,154,221,9,40.1%,57.6%,2.3%,133,155,40.4%
100610,208,3324,State-funded primary,193,89,104,46.1%,53.9%,5,2.6%,17,8.8%,40,153,0,20.7%,79.3%,0%,70,81,42.0%
100612,208,3375,State-funded primary,186,88,98,47.3%,52.7%,11,5.9%,18,9.7%,33,153,0,17.7%,82.3%,0%,44,46,24.7%
100613,208,3403,State-funded primary,196,108,88,55.1%,44.9%,6,3.1%,25,12.8%,51,145,0,26.0%,74.0%,0%,73,94,48.0%
100614,208,3457,State-funded primary,172,92,80,53.5%,46.5%,5,2.9%,24,14.0%,102,70,0,59.3%,40.7%,0%,64,63,36.6%
100615,208,3466,State-funded primary,222,118,104,53.2%,46.8%,3,1.4%,41,18.5%,110,112,0,49.5%,50.5%,0%,94,96,43.2%
100616,208,3491,State-funded primary,199,109,90,54.8%,45.2%,5,2.5%,12,6.0%,40,159,0,20.1%,79.9%,0%,43,49,24.6%
100619,208,3502,State-funded primary,216,109,107,50.5%,49.5%,8,3.7%,21,9.7%,156,60,0,72.2%,27.8%,0%,90,99,45.8%
