RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,890,4601,141257,St Mary's Catholic Academy,Academy - Converter Mainstream,0,0,,3,3,65,71%,2%,68%,23%,15%,0%,2%,65,71%,3,3,0,0%,NA,NA,0,0%,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,890,8014,130739,Blackpool and the Fylde College,Further Education Sector Institution,0,0,,2,5,474,47%,SP,30%,3%,2%,0%,16%,24,71%,20,1,75,39%,2,3,375,47%,4,3,48%,SUPP,32%,2%,2%,0%,SUPP
1,890,8600,130744,The Blackpool Sixth Form College,Further Education Sector Institution,0,0,,3,3,855,67%,2%,63%,16%,10%,1%,2%,632,74%,2,3,0,0%,NA,NA,223,49%,4,3,60%,1%,56%,13%,6%,1%,3%
LA,890,,,,,,,,NA,3,1394,60%,1%,52%,12%,7%,1%,7%,721,73%,3,NA,75,39%,2,NA,598,48%,4,NA,62%,1%,55%,14%,8%,1%,6%
1,895,4002,140813,Cheshire Studio School,Free School  Studio School ,0,0,,3,-10,22,41%,0%,41%,5%,0%,0%,0%,13,46%,-11,3,8,38%,-3,3,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4004,142890,Crewe Engineering and Design UTC,Free School - UTC ,0,0,,5,-36,35,11%,0%,9%,0%,0%,0%,3%,20,10%,-47,5,15,13%,-22,3,0,0%,NA,NA,17%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4116,140791,Tytherington School,Academy - Converter Mainstream,0,0,,3,5,99,82%,5%,76%,26%,25%,2%,1%,99,82%,5,3,0,0%,NA,NA,0,0%,NA,NA,100%,SUPP,91%,18%,18%,0%,SUPP
1,895,4121,140108,Alsager School,Academy - Converter Mainstream,0,0,,3,-1,110,74%,4%,69%,25%,18%,1%,1%,110,74%,-1,3,0,0%,NA,NA,0,0%,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4123,136340,Sandbach High School and Sixth Form College,Academy - Converter Mainstream,0,0,,3,5,133,80%,1%,78%,19%,15%,1%,1%,133,80%,5,3,0,0%,NA,NA,0,0%,NA,NA,63%,SUPP,50%,0%,0%,SUPP,SUPP
1,895,4143,111419,Malbank School and Sixth Form College,Foundation School,0,0,,3,0,78,65%,0%,62%,8%,12%,0%,4%,76,67%,1,3,0,0%,NA,NA,2,SUPP,SUPP,SUPP,36%,0%,36%,0%,9%,0%,0%
1,895,4163,138002,Knutsford Academy,Academy - Converter Mainstream,0,0,,3,-7,77,70%,3%,68%,29%,27%,3%,0%,77,70%,-7,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4165,137449,Holmes Chapel Comprehensive School,Academy - Converter Mainstream,0,0,,3,0,120,75%,6%,68%,32%,27%,3%,2%,120,75%,0,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4211,111436,Poynton High School,Community School,0,0,,3,4,148,79%,5%,74%,29%,25%,0%,1%,148,79%,4,3,0,0%,NA,NA,0,0%,NA,NA,64%,SUPP,57%,7%,7%,0%,SUPP
1,895,4220,136279,Brine Leas School,Academy - Converter Mainstream,0,0,,3,-2,133,74%,1%,74%,35%,34%,2%,0%,133,74%,-2,3,0,0%,NA,NA,0,0%,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,895,4225,111443,Wilmslow High School,Community School,0,0,,3,-1,213,74%,2%,72%,25%,24%,2%,0%,199,73%,-4,3,0,0%,NA,NA,14,93%,44,1,46%,0%,46%,8%,15%,0%,0%
1,895,4226,136655,Congleton High School,Academy - Converter Mainstream,0,0,,3,-4,83,65%,7%,58%,20%,19%,1%,0%,72,72%,-2,3,7,29%,-10,3,4,SUPP,SUPP,SUPP,50%,10%,40%,20%,20%,SUPP,0%
1,895,4227,138662,Eaton Bank Academy,Academy - Converter Mainstream,0,0,,3,0,55,71%,13%,58%,16%,15%,0%,0%,55,71%,0,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4801,139139,All Hallows Catholic College,Academy - Converter Mainstream,0,0,,2,11,85,87%,2%,84%,41%,39%,1%,1%,85,87%,11,2,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,5401,136278,The Fallibroome Academy,Academy - Converter Mainstream,0,0,,3,6,143,86%,4%,82%,43%,34%,3%,0%,143,86%,6,3,0,0%,NA,NA,0,0%,NA,NA,86%,0%,86%,43%,43%,0%,0%
1,895,6010,137491,Sandbach School,Free School - Mainstream,0,0,,3,-5,122,69%,2%,66%,22%,20%,1%,1%,122,69%,-5,3,0,0%,NA,NA,0,0%,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,8010,130619,Cheshire College - South & West,Further Education Sector Institution,0,0,,3,-3,900,53%,3%,44%,8%,7%,SP,6%,357,68%,-4,3,23,48%,4,3,520,43%,-2,3,35%,3%,27%,2%,1%,SUPP,5%
1,895,8012,130621,Macclesfield College,Further Education Sector Institution,0,0,,4,-7,251,38%,3%,27%,4%,4%,0%,8%,3,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,244,39%,-7,3,32%,0%,26%,0%,0%,0%,5%
1,895,8300,130623,Reaseheath College,Further Education Sector Institution,0,0,,4,-12,377,33%,1%,24%,1%,1%,0%,8%,11,55%,-21,3,129,46%,2,3,237,24%,-20,5,31%,0%,24%,0%,0%,0%,7%
LA,895,,,,,,,,NA,-3,3184,60%,3%,54%,16%,14%,1%,4%,1976,74%,-1,NA,186,41%,-1,NA,1022,38%,-7,NA,63%,3%,56%,18%,16%,1%,4%
1,896,4002,143817,Queen's Park High School,Academy - Sponsor Led Mainstream,0,0,,3,-8,49,53%,0%,51%,16%,12%,0%,2%,49,53%,-8,3,0,0%,NA,NA,0,0%,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4100,138318,Neston High School,Academy - Converter Mainstream,0,0,,4,-19,127,52%,2%,48%,17%,17%,1%,2%,125,53%,-19,4,2,SUPP,SUPP,SUPP,0,0%,NA,NA,45%,0%,45%,18%,18%,SUPP,0%
1,896,4135,138483,Tarporley High School and Sixth Form College,Academy - Converter Mainstream,0,0,,3,7,101,81%,1%,79%,33%,30%,3%,1%,101,81%,7,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4149,136645,Christleton High School,Academy - Converter Mainstream,0,0,,3,-2,129,74%,2%,71%,30%,26%,0%,1%,129,74%,-2,3,0,0%,NA,NA,0,0%,NA,NA,71%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4153,111422,Upton-by-Chester High School,Foundation School,0,0,,3,-6,111,74%,0%,73%,34%,25%,1%,1%,111,74%,-6,3,0,0%,NA,NA,0,0%,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4158,111424,Bishop Heber High School,Foundation School,0,0,,3,1,126,77%,2%,75%,32%,26%,1%,0%,126,77%,1,3,0,0%,NA,NA,0,0%,NA,NA,89%,0%,89%,22%,22%,SUPP,0%
1,896,4167,111429,The Whitby High School,Foundation School,0,0,,3,-8,73,63%,11%,51%,8%,5%,0%,1%,72,64%,-7,3,1,SUPP,SUPP,SUPP,0,0%,NA,NA,63%,SUPP,50%,0%,0%,0%,SUPP
1,896,4221,111440,Helsby High School,Community School,0,0,,3,0,132,70%,2%,66%,17%,15%,1%,2%,132,70%,0,3,0,0%,NA,NA,0,0%,NA,NA,40%,0%,40%,13%,13%,SUPP,0%
1,896,4603,139343,"The Catholic High School, Chester A Specialist Science College",Academy - Converter Mainstream,0,0,,3,-7,71,62%,0%,61%,21%,20%,1%,1%,71,62%,-7,3,0,0%,NA,NA,0,0%,NA,NA,57%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4610,111450,St Nicholas Catholic High School,Voluntary Aided School,0,0,,3,6,71,80%,4%,75%,30%,25%,0%,1%,71,80%,6,3,0,0%,NA,NA,0,0%,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4611,111451,Ellesmere Port Catholic High School,Voluntary Aided School,0,0,,4,-12,62,65%,3%,58%,15%,11%,0%,3%,62,65%,-12,4,0,0%,NA,NA,0,0%,NA,NA,80%,0%,80%,20%,10%,0%,0%
1,896,4623,136543,The Bishops' Blue Coat Church of England High School,Academy - Converter Mainstream,0,0,,3,-3,71,68%,0%,68%,17%,17%,0%,0%,71,68%,-3,3,0,0%,NA,NA,0,0%,NA,NA,100%,0%,100%,17%,17%,0%,0%
1,896,8602,145748,Sir John Deane's College,Academy 16-19 Converter,0,0,,3,3,822,79%,3%,75%,34%,29%,1%,1%,809,79%,3,3,0,0%,NA,NA,13,54%,8,3,63%,0%,58%,20%,17%,0%,5%
LA,896,,,,,,,,NA,-1,1969,73%,2%,70%,28%,24%,1%,1%,1953,73%,-1,NA,3,0%,-52,NA,13,54%,8,NA,74%,2%,70%,29%,25%,1%,1%
1,350,4002,141941,Bolton UTC,Free School - UTC ,0,0,,1,31,37,89%,3%,86%,16%,16%,0%,0%,23,83%,15,3,0,0%,NA,NA,14,100%,57,1,82%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,350,4034,105253,Turton School,Community School,0,0,,3,1,134,72%,4%,67%,23%,16%,0%,1%,121,75%,1,3,0,0%,NA,NA,13,46%,2,3,79%,7%,71%,14%,7%,0%,0%
1,350,4501,143773,Rivington and Blackrod High School,Academy - Converter Mainstream,0,0,,3,0,99,66%,7%,59%,14%,7%,0%,0%,84,71%,2,3,0,0%,NA,NA,15,33%,-11,3,61%,0%,61%,17%,6%,0%,0%
1,350,4612,105264,Thornleigh Salesian College,Voluntary Aided School,0,0,,3,4,105,79%,0%,78%,24%,20%,1%,1%,105,79%,4,3,0,0%,NA,NA,0,0%,NA,NA,61%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,350,5401,144044,Canon Slade CofE School,Academy - Converter Mainstream,0,0,,3,4,137,79%,1%,77%,31%,26%,1%,1%,132,79%,3,3,0,0%,NA,NA,5,SUPP,SUPP,SUPP,88%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,350,8001,130495,Bolton College,Further Education Sector Institution,0,0,,3,-4,197,42%,1%,39%,3%,3%,0%,2%,10,50%,-1,3,0,0%,NA,NA,187,41%,-4,3,39%,SUPP,35%,0%,0%,0%,SUPP
1,350,8602,131867,Bolton Sixth Form College,Further Education Sector Institution,0,0,,2,13,618,74%,1%,72%,11%,9%,SP,1%,384,76%,5,3,0,0%,NA,NA,234,71%,26,1,76%,1%,75%,9%,8%,SUPP,1%
LA,350,,,,,,,,NA,7,1351,70%,2%,67%,14%,11%,0%,1%,869,76%,4,NA,0,0%,NA,NA,482,58%,13,NA,70%,2%,67%,16%,13%,0%,1%
1,351,8000,130498,Bury College,Further Education Sector Institution,0,0,,3,-1,981,53%,1%,49%,5%,4%,0%,3%,388,64%,-5,3,13,15%,-31,4,580,47%,2,3,55%,1%,51%,6%,5%,0%,3%
1,351,8600,130499,Holy Cross College,Further Education Sector Institution,0,0,,2,4,1007,78%,2%,76%,23%,21%,1%,SP,1003,78%,4,2,0,0%,NA,NA,4,SUPP,SUPP,SUPP,80%,1%,79%,14%,13%,0%,1%
LA,351,,,,,,,,NA,1,1988,66%,2%,63%,14%,12%,0%,2%,1391,74%,2,NA,13,15%,-31,NA,584,47%,2,NA,66%,2%,63%,15%,14%,0%,2%
1,352,4003,139730,Connell Coop College,Free School  16-19,0,0,,3,2,177,60%,0%,60%,7%,7%,0%,0%,114,66%,1,3,0,0%,NA,NA,63,51%,4,3,67%,0%,67%,4%,4%,0%,0%
1,352,4248,143260,Parrs Wood High School,Academy - Converter Mainstream,0,0,,2,13,186,84%,1%,83%,25%,24%,2%,1%,181,85%,12,2,0,0%,NA,NA,5,SUPP,SUPP,SUPP,79%,SUPP,77%,21%,21%,0%,SUPP
1,352,4257,141264,Whalley Range 11-18 High School,Academy - Converter Mainstream,0,0,,3,9,61,70%,0%,69%,10%,10%,0%,2%,61,70%,9,3,0,0%,NA,NA,0,0%,NA,NA,73%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,352,4765,137801,Trinity CofE High School,Academy - Converter Mainstream,0,0,,1,22,44,84%,2%,80%,9%,11%,0%,2%,42,83%,21,1,2,SUPP,SUPP,SUPP,0,0%,NA,NA,86%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,352,4810,137309,The King David High School,Academy - Converter Mainstream,0,0,,3,-4,103,76%,1%,74%,39%,34%,2%,1%,103,76%,-4,3,0,0%,NA,NA,0,0%,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,352,6907,135296,William Hulme's Grammar School,Academy - Sponsor Led Mainstream,0,0,,3,9,78,82%,3%,78%,23%,18%,1%,1%,78,82%,9,3,0,0%,NA,NA,0,0%,NA,NA,72%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,352,6908,135874,Manchester Enterprise Academy,Academy - Sponsor Led Mainstream,0,0,,3,-14,30,37%,0%,37%,0%,0%,0%,0%,22,41%,-13,3,8,25%,-17,3,0,0%,NA,NA,28%,0%,28%,0%,0%,0%,0%
1,352,8601,130503,Loreto College,Further Education Sector Institution,0,0,,2,5,1468,81%,1%,79%,31%,29%,1%,1%,1438,81%,5,2,0,0%,NA,NA,30,60%,14,3,80%,1%,79%,25%,24%,1%,SP
1,352,8602,130504,Xaverian College,Further Education Sector Institution,0,0,,2,5,1039,78%,1%,76%,21%,18%,1%,1%,1037,78%,5,2,0,0%,NA,NA,2,SUPP,SUPP,SUPP,77%,1%,75%,13%,11%,0%,2%
1,352,8603,135524,LTE Group,Further Education Sector Institution,0,0,,3,0,632,50%,1%,44%,4%,4%,0%,5%,140,58%,-10,4,20,45%,6,3,472,48%,3,3,57%,SP,51%,3%,3%,0%,5%
LA,352,,,,,,,,NA,4,3839,73%,1%,71%,22%,20%,1%,2%,3216,78%,5,NA,30,43%,3,NA,593,49%,3,NA,74%,1%,72%,24%,22%,1%,2%
1,353,4027,141248,North Chadderton School,Academy - Converter Mainstream,0,0,,4,-15,76,58%,4%,54%,13%,13%,0%,0%,76,58%,-15,4,0,0%,NA,NA,0,0%,NA,NA,75%,0%,75%,25%,25%,0%,0%
1,353,4600,137133,The Blue Coat CofE School,Academy - Converter Mainstream,0,0,,3,4,190,85%,3%,83%,37%,31%,2%,0%,190,85%,4,3,0,0%,NA,NA,0,0%,NA,NA,92%,0%,92%,62%,62%,0%,0%
1,353,4605,137294,The Crompton House Church of England Academy,Academy - Converter Mainstream,0,0,,3,0,124,79%,1%,78%,38%,28%,0%,0%,124,79%,0,3,0,0%,NA,NA,0,0%,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,353,8001,130505,The Oldham College,Further Education Sector Institution,0,0,,3,3,256,47%,4%,38%,2%,1%,0%,6%,19,63%,3,3,84,40%,1,3,153,49%,4,3,48%,2%,39%,3%,SUPP,0%,6%
1,353,8600,145002,Oldham Sixth Form College,Academy 16-19 Converter,0,0,,2,12,874,76%,1%,73%,14%,13%,SP,1%,681,77%,7,2,0,0%,NA,NA,193,71%,27,1,77%,1%,76%,13%,13%,0%,SP
LA,353,,,,,,,,NA,7,1520,71%,2%,68%,17%,14%,0%,2%,1090,77%,4,NA,84,40%,1,NA,346,61%,17,NA,72%,2%,68%,18%,15%,0%,2%
1,354,4002,144463,Rochdale Sixth Form College,Academy 16-19 Converter,0,0,,2,9,724,80%,2%,77%,23%,22%,SP,2%,724,80%,9,2,0,0%,NA,NA,0,0%,NA,NA,80%,0%,78%,16%,16%,0%,2%
1,354,4611,105844,Cardinal Langley Roman Catholic High School,Voluntary Aided School,0,0,,3,-9,65,65%,3%,62%,25%,25%,0%,0%,63,63%,-11,3,2,SUPP,SUPP,SUPP,0,0%,NA,NA,58%,0%,58%,8%,8%,0%,0%
1,354,8003,130507,Hopwood Hall College,Further Education Sector Institution,0,0,,4,-8,282,38%,0%,28%,2%,2%,0%,10%,4,SUPP,SUPP,SUPP,17,47%,2,3,261,37%,-8,4,44%,0%,37%,4%,SUPP,0%,7%
LA,354,,,,,,,,NA,3,1088,67%,1%,63%,17%,16%,0%,4%,808,78%,7,NA,19,53%,8,NA,261,37%,-8,NA,68%,2%,63%,20%,18%,0%,3%
1,355,8600,130509,Salford City College,Further Education Sector Institution,0,0,,3,3,1169,59%,2%,52%,6%,5%,0%,5%,545,65%,-3,3,22,45%,3,3,602,54%,8,2,54%,SP,48%,5%,4%,0%,5%
LA,355,,,,,,,,NA,1,1319,58%,2%,51%,6%,4%,0%,5%,692,62%,-6,NA,22,46%,3,NA,605,54%,8,NA,60%,2%,52%,6%,4%,0%,5%
1,356,4036,137923,Hazel Grove High School,Academy - Converter Mainstream,0,0,,3,3,52,83%,10%,73%,21%,19%,0%,0%,52,83%,3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,356,4039,137843,Cheadle Hulme High School,Academy - Converter Mainstream,0,0,,3,3,120,88%,3%,86%,61%,52%,2%,0%,120,88%,3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,356,8603,130514,Aquinas College,Further Education Sector Institution,0,0,,4,-9,1033,60%,3%,56%,16%,15%,1%,1%,962,62%,-9,4,0,0%,NA,NA,71,31%,-13,4,59%,3%,54%,9%,7%,0%,3%
1,356,8604,130515,Cheadle and Marple Sixth Form College,Further Education Sector Institution,0,0,,4,-7,418,50%,1%,48%,6%,6%,0%,1%,230,58%,-9,4,0,0%,NA,NA,188,41%,-5,3,52%,0%,50%,2%,2%,0%,2%
LA,356,,,,,,,,NA,-7,1623,60%,2%,57%,17%,15%,1%,1%,1364,65%,-7,NA,0,0%,NA,NA,259,38%,-7,NA,61%,2%,58%,18%,17%,1%,1%
1,357,8002,130516,Tameside College,Further Education Sector Institution,0,0,,4,-7,374,49%,1%,44%,5%,4%,SP,4%,178,61%,-8,4,11,9%,-33,4,185,40%,-5,3,52%,SUPP,45%,4%,4%,SUPP,SUPP
1,357,8601,130518,Ashton Sixth Form College,Further Education Sector Institution,0,0,,3,4,794,68%,1%,66%,18%,16%,SP,1%,585,72%,1,3,20,65%,25,2,189,57%,12,2,68%,1%,67%,18%,14%,0%,0%
LA,357,,,,,,,,NA,0,1239,62%,1%,59%,14%,12%,0%,2%,834,69%,-2,NA,31,45%,4,NA,374,48%,3,NA,62%,1%,59%,14%,13%,0%,2%
1,358,4024,138614,Altrincham College,Academy - Converter Mainstream,0,0,,3,1,54,65%,2%,63%,11%,7%,0%,0%,47,64%,-3,3,7,71%,26,3,0,0%,NA,NA,56%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,358,4025,106368,Stretford Grammar School,Foundation School,0,0,,3,1,73,78%,0%,78%,32%,32%,1%,0%,73,78%,1,3,0,0%,NA,NA,0,0%,NA,NA,88%,0%,88%,31%,31%,SUPP,0%
1,358,4029,136498,Sale Grammar School,Academy - Converter Mainstream,0,0,,2,9,180,96%,1%,93%,52%,47%,1%,1%,180,96%,9,2,0,0%,NA,NA,0,0%,NA,NA,100%,SUPP,86%,86%,71%,SUPP,SUPP
1,358,5400,136377,Wellington School,Academy - Converter Mainstream,0,0,,3,-3,96,72%,2%,68%,20%,20%,0%,2%,96,72%,-3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5401,138123,Ashton-on-Mersey School,Academy - Converter Mainstream,0,0,,4,-15,76,38%,1%,37%,13%,12%,0%,0%,21,57%,-18,3,0,0%,NA,NA,55,31%,-14,4,11%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,358,5403,106376,Blessed Thomas Holford Catholic College,Voluntary Aided School,0,0,,1,17,85,87%,2%,85%,32%,31%,0%,0%,85,87%,17,1,0,0%,NA,NA,0,0%,NA,NA,83%,0%,83%,42%,42%,0%,0%
1,358,5404,136458,Altrincham Grammar School for Boys,Academy - Converter Mainstream,0,0,,3,3,169,91%,1%,89%,71%,63%,11%,1%,169,91%,3,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5405,136297,Urmston Grammar Academy,Academy - Converter Mainstream,0,0,,3,2,116,88%,2%,85%,47%,40%,3%,1%,116,88%,2,3,0,0%,NA,NA,0,0%,NA,NA,83%,SUPP,67%,50%,50%,0%,SUPP
1,358,5407,137289,Altrincham Grammar School for Girls,Academy - Converter Mainstream,0,0,,3,4,154,95%,2%,93%,81%,77%,3%,0%,154,95%,4,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5900,138134,Saint Ambrose College,Academy - Converter Mainstream,0,0,,3,6,107,90%,2%,87%,64%,59%,3%,1%,107,90%,6,3,0,0%,NA,NA,0,0%,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5901,138464,Loreto Grammar School,Academy - Converter Mainstream,0,0,,3,8,139,94%,1%,94%,63%,60%,1%,0%,139,94%,8,2,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,358,,,,,,,,NA,4,1249,85%,1%,83%,51%,47%,3%,1%,1187,88%,5,NA,7,71%,26,NA,55,31%,-14,NA,86%,1%,84%,51%,47%,3%,0%
1,359,4608,106534,The Deanery Church of England High School and Sixth Form College,Voluntary Aided School,0,0,,3,4,52,67%,0%,63%,6%,4%,0%,4%,42,76%,6,3,0,0%,NA,NA,10,30%,-9,3,53%,0%,53%,6%,0%,0%,0%
1,359,4615,106538,St Mary's Catholic High School,Voluntary Aided School,0,0,,4,-13,136,58%,3%,54%,11%,10%,0%,1%,136,58%,-13,4,0,0%,NA,NA,0,0%,NA,NA,65%,0%,65%,20%,15%,0%,0%
1,359,8003,130521,Wigan and Leigh College,Further Education Sector Institution,0,0,,3,3,400,50%,1%,33%,1%,1%,0%,16%,32,69%,-6,3,0,0%,NA,NA,368,49%,3,3,36%,0%,23%,0%,0%,0%,13%
1,359,8600,130522,Winstanley College,Further Education Sector Institution,0,0,,3,1,913,83%,4%,78%,37%,30%,1%,1%,913,83%,1,3,0,0%,NA,NA,0,0%,NA,NA,77%,0%,77%,27%,21%,0%,0%
1,359,8601,130523,St John Rigby RC Sixth Form College,Further Education Sector Institution,0,0,,3,2,666,67%,3%,63%,8%,6%,SP,1%,503,71%,1,3,22,82%,30,2,141,48%,0,3,64%,2%,61%,5%,5%,0%,1%
LA,359,,,,,,,,NA,0,2192,70%,3%,63%,19%,15%,1%,4%,1632,77%,0,NA,41,63%,15,NA,519,48%,2,NA,72%,3%,65%,21%,16%,1%,4%
1,340,4615,135479,All Saints Catholic High School,Voluntary Aided School,0,0,,3,10,24,54%,4%,50%,0%,0%,0%,0%,5,SUPP,SUPP,SUPP,0,0%,NA,NA,19,63%,21,3,80%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
LA,340,,,,,,,,NA,10,24,54%,4%,50%,0%,0%,0%,0%,5,20%,-31,NA,0,0%,NA,NA,19,63%,21,NA,36%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,341,4001,138787,Childwall Sports & Science Academy,Academy - Sponsor Led Mainstream,0,0,,5,-20,39,31%,0%,26%,3%,3%,0%,5%,32,28%,-26,5,7,43%,7,3,0,0%,NA,NA,8%,0%,8%,SUPP,SUPP,0%,0%
1,341,4002,139588,Liverpool Life Sciences UTC,Free School - UTC ,0,0,,1,19,102,83%,3%,78%,17%,16%,1%,2%,97,84%,18,1,0,0%,NA,NA,5,SUPP,SUPP,SUPP,76%,SUPP,70%,14%,14%,SUPP,SUPP
1,341,4003,139589,The Studio School Liverpool,Free School  Studio School ,0,0,,1,17,60,77%,3%,73%,13%,5%,0%,0%,41,73%,8,3,19,84%,37,2,0,0%,NA,NA,70%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,341,4004,139686,Liverpool College,Academy - Sponsor Led Mainstream,0,0,,3,8,99,89%,1%,88%,45%,40%,3%,0%,99,89%,8,3,0,0%,NA,NA,0,0%,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,341,4007,142891,LIPA Sixth Form College,Free School  16-19,0,0,,1,19,153,70%,0%,67%,14%,3%,0%,3%,1,SUPP,SUPP,SUPP,0,0%,NA,NA,152,70%,20,2,56%,0%,56%,7%,4%,0%,0%
1,341,4306,138696,West Derby School,Academy - Converter Mainstream,0,0,,4,-18,80,48%,0%,48%,9%,9%,0%,0%,70,50%,-19,4,10,30%,-14,3,0,0%,NA,NA,29%,0%,29%,0%,0%,0%,0%
1,341,4404,104688,Holly Lodge Girls' College,Community School,0,0,,3,6,39,72%,0%,72%,10%,10%,0%,0%,32,81%,11,3,6,33%,-14,3,1,SUPP,SUPP,SUPP,57%,0%,57%,0%,0%,0%,0%
1,341,4421,104693,Alsop High School Technology & Applied Learning Specialist College,Community School,0,0,,5,-22,105,36%,0%,35%,3%,3%,0%,1%,99,38%,-21,4,0,0%,NA,NA,6,0%,-40,3,30%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,341,4425,104696,"Broadgreen International School, A Technology College",Foundation School,0,0,,5,-21,81,36%,0%,33%,0%,0%,0%,2%,59,37%,-25,5,22,32%,-7,3,0,0%,NA,NA,32%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,341,4427,104698,Calderstones School,Community School,0,0,,3,0,95,72%,4%,67%,26%,23%,1%,0%,95,72%,0,3,0,0%,NA,NA,0,0%,NA,NA,58%,0%,58%,8%,8%,SUPP,0%
1,341,4429,104700,Gateacre School,Community School,0,0,,1,22,53,85%,2%,83%,13%,11%,0%,0%,53,85%,22,1,0,0%,NA,NA,0,0%,NA,NA,65%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,341,4690,104703,King David High School,Voluntary Aided School,0,0,,3,7,57,88%,0%,88%,46%,33%,2%,0%,57,88%,7,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,341,4781,104705,Archbishop Blanch School,Voluntary Aided School,0,0,,2,11,75,84%,0%,81%,27%,24%,0%,3%,75,84%,11,2,0,0%,NA,NA,0,0%,NA,NA,91%,0%,91%,35%,30%,0%,0%
1,341,4782,104706,Notre Dame Catholic College,Voluntary Aided School,0,0,,3,-2,43,65%,2%,58%,12%,12%,0%,5%,41,68%,-1,3,2,SUPP,SUPP,SUPP,0,0%,NA,NA,60%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
